,bias,message,label,text,Name,Last Name,Party,Party_Bias,Party_Message
4818,neutral,personal,From: Peter Visclosky (Representative from Indiana),As we prepare for a new school year (some schools started classes today) please check out the complete listing of our region's start dates gathered by the Times:    http://www.nwitimes.com/digital/graphics/slideshow-back-to-school/collection_e186fc45-9a08-5da7-9d51-923dbce32fde.html  Have a great school school year everyone!,Peter Visclosky,Visclosky,D,D-neutral,D-personal
4819,neutral,information,From: Peter Visclosky (Representative from Indiana),The Federal Emergency Management Agency (FEMA) has multiple social media resources to help in preparing for potential disasters.  Please share this information with friends and family as you deem appropriate:  Official FEMA Twitter Accounts:  https://twitter.com/fema/fema    FEMA Facebook Page: http://www.facebook.com/FEMA    FEMA YouTube Account: http://www.youtube.com/user/FEMA    Local Emergency Management Twitter Accounts: https://twitter.com/fema/local-em    State Emergency Management Twitter Accounts: https://twitter.com/fema/state-em-offices   FEMAÛªs Mobile Website: http://m.fema.gov    FEMAÛªs Smartphone Application: www.fema.gov/smartphone-app  ,Peter Visclosky,Visclosky,D,D-neutral,D-information
4820,neutral,constituency,From: Peter Visclosky (Representative from Indiana),The Urban League of Northwest Indiana continues its good work to expand economic opportunities for families throughout our region.     http://www.nwitimes.com/business/local/diversity-and-inclusion-in-region-celebrated/article_132a0434-021b-501e-9fc4-f89f5ff0dacd.html,Peter Visclosky,Visclosky,D,D-neutral,D-constituency
4821,partisan,policy,From: Chris Van Hollen (Representative from Maryland),It's 2013 and a woman still earns $0.77 for every $1.00 a man earns doing the same work.  It's time for Congress to stand up for Equal Pay!,Chris Van Hollen,Hollen,D,D-partisan,D-policy
4822,neutral,policy,From: David Valadao (Representative from California),"Today, I joined with my Republican and Democrat colleagues in asking the leaders of both parties to come together to do what's best for America. Too many families in the Central Valley and across our country are hurting. Congress must end this government shutdown now.",David Valadao,Valadao,R,R-neutral,R-policy
4823,neutral,personal,From: David Valadao (Representative from California),"I, along with Congresswoman Chu, announced the founding of the American Sikh Congressional Congress yesterday. I am grateful for this opportunity to represent my constituents in Washington.",David Valadao,Valadao,R,R-neutral,R-personal
4824,neutral,personal,From: David Valadao (Representative from California),For up-to-date information on my work in Washington be sure to also follow me on Twitter!,David Valadao,Valadao,R,R-neutral,R-personal
4825,neutral,policy,From: Marc Veasey (Representative from Texas),"Did you know that nearly 80% of Lung cancer is due to either a previous smoking habit or a current one? This month is Lung Cancer Awareness Month as well as today marks the Great American Smokeout, in which the American Cancer Society challenges those current smokers to set this day as their quit date.",Marc Veasey,Veasey,D,D-neutral,D-policy
4826,neutral,personal,From: Marc Veasey (Representative from Texas),Viva Mexico! Have a happy Mexican Independence Day! http://www.history.com/this-day-in-history/mexican-war-of-independence-begins,Marc Veasey,Veasey,D,D-neutral,D-personal
4827,neutral,personal,From: Marc Veasey (Representative from Texas),"Last week, Congressional Art Competition Winner, Maria Nino-Garcia, a senior at Everman High School, got to tour the U.S. Capitol and see her art on display in the nationÛªs capitol for the first time. It was a pleasure meeting such a bright and talented young lady and I wish her lots of luck as she starts college in the fall. Check out the photos from her visit:",Marc Veasey,Veasey,D,D-neutral,D-personal
4828,neutral,personal,From: Marc Veasey (Representative from Texas),"As the first-ever #immigrantheritagemonth ends, Fort Worth-born & raised constituent, Gloria, shares her #welcomeus story.",Marc Veasey,Veasey,D,D-neutral,D-personal
4829,partisan,support,From: Marc Veasey (Representative from Texas),"Please help me welcome a new addition to our team! Meet Chinwe, the newest intern in our Washington DC office. Chinwe is from Dallas, TX and a graduate of Texas Tech University with a double major in Technical Communication and Public Relations. She is currently pursuing a MasterÛªs Degree in Technical Communication and Rhetoric at Texas Tech as well. She enjoys playing flag football and volleyball, running, and is a foodie.   Chinwe has literally hit the ground running this week, assisting in our DC Health and Fitness Expo and joining the Veasey team at the ACLI Capital Challenge for a 3-mile run. Thanks for your hard work this week Chinwe!",Marc Veasey,Veasey,D,D-partisan,D-support
4830,neutral,personal,From: Marc Veasey (Representative from Texas),"Tonight, I will discuss Voter ID laws live on MSNBCÛªs The Rachel Maddow Show at 9:10 p.m. ET/8:10 p.m. CT. The Rachel Maddow Show, airs on MSNBC at 9:00 p.m. Eastern, Monday through Friday, and is rebroadcast at midnight Eastern. Please check your local listings for exact times and station details in your area. Tune in! http://www.msnbc.com/rachel-maddow-show",Marc Veasey,Veasey,D,D-neutral,D-personal
4831,neutral,information,From: Marc Veasey (Representative from Texas),"Last night, I joined Congressman Hakeem Jeffries, Rep. Steven Horsford & the Congressional Black Caucus to discuss the labor movementÛªs historic role in economic security. If you missed the special session on C-Span, please watch here | http://bit.ly/laborcbc",Marc Veasey,Veasey,D,D-neutral,D-information
4832,partisan,policy,From: Marc Veasey (Representative from Texas),"Shopping is done, now the hard part starts: living on an average SNAP budget of $4.50 a day, which breaks down to $1.50 a meal. 
 
 I'm doing this challenge to highlight the proposed $20.5 billion in cuts to nutrition programs Republicans have proposed. These cuts are the wrong approach and hurt the most vulnerable among us, including children. Will you join me?",Marc Veasey,Veasey,D,D-partisan,D-policy
4833,partisan,personal,From: Marc Veasey (Representative from Texas),"Tonight, IÛªll be in Miami to speak about comprehensive immigration reform. Congresswoman Frederica Wilson is bringing together a group of Members who are on the front-lines of immigration reform, including Congressman Luis V. Gutierrez, Congresswoman Sheila Jackson Lee, U.S. Rep. Yvette D. Clarke, and myself. We must continue pushing comprehensive immigration reform forward until it becomes reality.",Marc Veasey,Veasey,D,D-partisan,D-personal
4834,neutral,policy,From: Marc Veasey (Representative from Texas),"Immediately after #VAWA vote, I will be speaking on House floor about the need to prevent sequester cuts. If we allow the sequester to take effect, Americans will see more teacher layoffs, indiscriminate cuts to special education, a loss of 4 million meals for seniors, and debilitating cuts to health care for military families. There is still time to prevent these harmful across-the-board spending cuts.   I will be asking for unanimous consent to bring up H.R. 699, a balanced bill to replace the sequester, and includes both spending cuts and revenues.",Marc Veasey,Veasey,D,D-neutral,D-policy
4835,neutral,policy,From: Marc Veasey (Representative from Texas),"It's time to make comprehensive immigration reform a reality.  My first days in office have been devoted to relationship and coalition building. In a bit, I will speak on the House Floor about the urgency to get things done. Please tune into CSPAN between 7-8pm CT to hear me speak.",Marc Veasey,Veasey,D,D-neutral,D-policy
4836,neutral,policy,From: Filemon Vela (Representative from Texas),"Interested in a Congressional Internship? The deadline to apply for a Spring position in our Washington D.C. office is December 1st, 2013.   Send Cover letter, Resume and two Writing Samples to tx34internships@gmail.com   For more information please visit our website:  http://vela.house.gov/index.php/2013-07-18-16-29-05/internships",Filemon Vela,Vela,D,D-neutral,D-policy
4837,neutral,support,From: Filemon Vela (Representative from Texas),I will be holding a press conference at 12:30 EST. You can tune in here: dems.gov/live #rethinktheborder #RGV #Texas #CIR,Filemon Vela,Vela,D,D-neutral,D-support
4838,neutral,policy,From: Filemon Vela (Representative from Texas),"""Texas congressional delegation reacts to bipartisan immigration reform framework"" from Chron.com blog Texas on the Potomac.",Filemon Vela,Vela,D,D-neutral,D-policy
